Location,Date,record,Battery,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,TempK,TempC,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C
cm,date,record,Volt,Degree,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,Degree in K,Degree in C,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C


1750,"2016-04-10 01:15:00",5654,12.13,-2.784,7,0,0,0,0,NAN,0,0.0003,0,0.0009,NAN,268.684,-4.465988,-4.162804,1.121659,-5.284463,202.0726,293.8921,-91.8194,-97.10386,-0.269448,-3.952,-4.646

2000,"2016-04-10 01:17:24",5657,12.08,-2.827,8,0,0,0,0,NAN,0.0013,0.0007,0.0008,0.0008,0.3,268.6419,-4.508087,-4.394071,1.039586,-5.433657,202.5688,293.7068,-91.1381,-96.57175,-0.2365885,-3.98,-5.125

2250,"2016-04-10 01:19:50",5660,12.16,-2.892,9,0,0,0,0,NAN,0.0004,0.0005,0.0002,0.0002,-0.111,268.6626,-4.487396,-4.1885,1.203732,-5.392232,203.1707,293.2916,-90.1209,-95.51313,-0.2873896,-3.974,-5.695

2500,"2016-04-10 01:21:50",5663,12.15,-2.935,10,0,0,0,0,NAN,0.0006,0.0003,0.0001,0,NAN,268.5998,-4.550186,-4.085715,1.203732,-5.289446,203.5759,293.0999,-89.52397,-94.81341,-0.2946196,-3.997,-5.227

2750,"2016-04-10 01:23:52",5666,12.19,-2.978,11,0,0,0,0,NAN,0,0,0.002,0,NAN,268.5577,-4.5923,-4.111411,1.258447,-5.369858,204.2425,292.493,-88.25047,-93.62033,-0.3060863,-4.008,-5.171

3000,"2016-04-10 01:26:22",5669,12.05,-3.041,12,0,0,0,0,NAN,0,0.0001,0,0.0006,NAN,268.557,-4.593063,-3.98293,1.258447,-5.241376,205.6018,293.1647,-87.56288,-92.80426,-0.3159601,-4.03,-5.285

3250,"2016-04-10 01:28:40",5672,12.07,-3.084,13,0,0,0,0,NAN,0.0003,0.0008,0,0.0002,NAN,268.5566,-4.593429,-4.060018,1.258447,-5.318465,207.1332,293.5006,-86.36746,-91.68593,-0.3099608,-4.052,-5.326

3500,"2016-04-10 01:30:50",5675,12.2,-3.127,14,0,0,0,0,NAN,0,0.0004,0,0,NAN,268.5148,-4.635147,-3.880144,1.367877,-5.248021,208.3975,293.5703,-85.17284,-90.42086,-0.3525325,-4.063,-5.294

3750,"2016-04-10 01:32:52",5678,12.14,-3.15,15,0,0,0,0,NAN,0.0003,0.0002,0,0,NAN,268.5148,-4.635147,-3.98293,1.231089,-5.214019,209.2492,294.161,-84.91183,-90.12586,-0.3090914,-4.085,-5.017

4000,"2016-04-10 01:34:58",5681,12.13,-3.193,16,0,0,0,0,NAN,0.0001,0,0,0.0021,NAN,268.4938,-4.65622,-3.597484,1.340519,-4.938004,209.327,293.8998,-84.57275,-89.51076,-0.3726268,-4.074,-4.726

4250,"2016-04-10 01:37:18",5684,12.11,-3.213,17,0,0,0,0,NAN,0,0.0001,0,0.002,NAN,268.5562,-4.593796,-3.237736,1.504664,-4.742401,208.7496,294.849,-86.09938,-90.84178,-0.4647273,-4.052,-4.455

4500,"2016-04-10 01:39:36",5687,12.1,-3.213,18,0,0,0,0,NAN,0.0004,0,0,0.0006,NAN,268.5566,-4.593429,-3.263433,1.422592,-4.686025,207.559,294.5131,-86.95414,-91.64017,-0.4359189,-4.041,-4.705

250,"2016-04-10 06:02:54",5690,12.14,-3.685,1,0.004,0.005,0.166,0.213,-0.013,0.0028,0.003,0.1936,0.1822,-0.065,269.5665,-3.58345,119.1024,17.01639,102.086,198.9057,292.478,-93.57226,8.513778,0.1428719,-3.13,-4.754

500,"2016-04-10 06:04:54",5693,12.14,-3.622,2,0.003,0.005,0.17,0.213,0.142,0.0014,0.0016,0.2031,0.1898,-0.1,269.6511,-3.498901,118.8969,17.86447,101.0324,192.0428,292.2632,-100.2204,0.8119888,0.1502518,-3.025,-5.015

750,"2016-04-10 06:06:58",5696,12.13,-3.579,3,0.003,0.005,0.174,0.215,0.149,0.0016,0.0015,0.2073,0.1959,0.004,269.6932,-3.456741,121.0633,18.82199,102.2413,190.6974,292.8725,-102.1752,0.06612396,0.1554723,-3.031,-4.972

1000,"2016-04-10 06:08:56",5699,12.13,-3.513,4,0.002,0.004,0.179,0.218,0.243,0.0011,0.0008,0.2162,0.2043,0.13,269.7146,-3.43541,124.2248,20.38137,103.8434,190.026,293.3051,-103.2791,0.5643082,0.1640684,-3.003,-5.214

1250,"2016-04-10 06:10:56",5702,12.11,-3.47,5,0.003,0.007,0.185,0.222,0.321,0.0015,0.002,0.2226,0.2112,-0.169,269.7146,-3.43541,128.0032,22.24168,105.7615,189.6853,293.8957,-104.2104,1.55114,0.1737588,-2.998,-4.792

1500,"2016-04-10 06:13:02",5705,12.12,-3.428,6,0.003,0.012,0.191,0.225,0.545,0.0027,0.0018,0.2323,0.2184,0.17,269.7778,-3.372208,131.8587,22.40582,109.4529,189.6259,294.1769,-104.551,4.901863,0.1699229,-2.943,-4.455

1750,"2016-04-10 06:15:12",5708,12.14,-3.385,7,0.003,0.01,0.196,0.229,0.481,0.0028,0.0018,0.2424,0.2273,0.187,269.841,-3.309006,135.1745,19.56064,115.6138,189.6521,293.7836,-104.1315,11.48232,0.1447066,-2.915,-4.245

2000,"2016-04-10 06:17:22",5711,12.14,-3.342,8,0.002,0.004,0.203,0.234,0.269,0.0029,0.0016,0.2506,0.2369,0.263,269.8831,-3.266892,140.8036,17.50882,123.2947,189.8398,293.6338,-103.794,19.50069,0.1243493,-2.904,-5.04

2250,"2016-04-10 06:19:34",5714,12.12,-3.299,9,0.002,0.003,0.21,0.238,0.139,0.0034,0.001,0.2643,0.2444,0.517,269.9674,-3.182617,145.353,16.19566,129.1574,190.0453,292.8284,-102.7831,26.37426,0.1114229,-2.75,-5.117

2500,"2016-04-10 06:21:50",5717,12.11,-3.278,10,0.002,0.005,0.218,0.243,0.383,0.0021,0.0006,0.2704,0.2567,0.537,270.0516,-3.098343,150.8279,16.90696,133.9209,190.2511,293.3733,-103.1222,30.79872,0.1120944,-2.657,-4.733

2750,"2016-04-10 06:23:48",5720,12.13,-3.213,11,0.002,0.007,0.224,0.248,0.519,0.0018,0.0019,0.2813,0.2664,-0.054,270.0938,-3.056198,155.6087,18.46634,137.1424,190.7802,294.2368,-103.4565,33.68585,0.1186716,-2.64,-4.79

3000,"2016-04-10 06:25:46",5723,12.06,-3.15,12,0.002,0.005,0.231,0.252,0.392,0.0013,0.0014,0.2857,0.2723,-0.061,270.1149,-3.035141,160.0812,20.08043,140.0007,191.0446,294.584,-103.5393,36.46137,0.1254391,-2.679,-4.701

3250,"2016-04-10 06:28:12",5726,12.15,-3.107,13,0.003,0.006,0.239,0.258,0.299,0.0018,0.0015,0.2996,0.2836,0.064,270.2626,-2.887436,165.4789,22.81619,142.6627,191.9609,295.6666,-103.7057,38.95693,0.1378798,-2.47,-4.184

3500,"2016-04-10 06:30:24",5729,12.14,-3.064,14,0.003,0.005,0.245,0.263,0.216,0.0008,0.0023,0.3059,0.2894,-0.505,270.4098,-2.740173,170.3368,25.88023,144.4566,192.28,296.5795,-104.2995,40.15708,0.1519356,-2.272,-4.075

3750,"2016-04-10 06:32:44",5732,12.06,-2.998,15,0.003,0.006,0.251,0.266,0.307,0.0018,0.0016,0.3157,0.2997,0.033,270.5573,-2.592682,174.8092,30.88666,143.9225,192.2607,298.0852,-105.8245,38.09801,0.1766878,-2.152,-3.867

4000,"2016-04-10 06:34:44",5735,12.06,-2.935,16,0.003,0.01,0.255,0.268,0.521,0.0022,0.0024,0.3182,0.3068,-0.062,270.5786,-2.571396,177.7394,33.34884,144.3906,191.6751,298.6872,-107.0121,37.37852,0.1876277,-2.196,-3.827

4250,"2016-04-10 06:36:44",5738,12.19,-2.869,17,0.004,0.014,0.257,0.269,0.54,0.0035,0.0032,0.3228,0.3076,0.021,270.6207,-2.529266,178.3563,31.84417,146.5121,191.0127,299.3826,-108.3699,38.1422,0.1785424,-2.278,-3.534

4500,"2016-04-10 06:39:00",5741,12.15,-2.784,18,0.004,0.01,0.26,0.269,0.415,0.0032,0.0042,0.3288,0.3146,-0.157,270.579,-2.570969,179.5901,30.06593,149.5241,189.9738,298.8578,-108.884,40.64008,0.1674142,-2.388,-3.361

250,"2016-04-10 08:02:48",5744,12.13,1.523,1,0.026,0.025,0.6600001,0.559,0.063,0.0245,0.0227,0.8235,0.8003,0.024,274.5192,1.369232,534.9917,69.07778,465.914,206.7896,326.8228,-120.0332,345.8807,0.1291193,1.287,3.048

500,"2016-04-10 08:04:50",5747,12.18,1.606,2,0.016,0.019,0.653,0.552,0.168,0.011,0.0117,0.816,0.7929,-0.045,274.5612,1.411148,528.4374,70.06266,458.3747,196.1709,326.0915,-129.9207,328.454,0.1325846,1.631,1.749

750,"2016-04-10 08:06:50",5750,12.14,1.712,3,0.013,0.018,0.6549999,0.552,0.243,0.0099,0.0094,0.823,0.7959,0.009,274.4978,1.347824,530.0567,68.7495,461.3072,194.1703,325.5411,-131.3708,329.9364,0.1297022,1.659,1.484

1000,"2016-04-10 08:08:50",5753,12.14,1.841,4,0.014,0.018,0.658,0.5540001,0.209,0.0103,0.0117,0.8242,0.8019,-0.077,274.3503,1.200287,530.982,67.84669,463.1354,192.8827,320.5466,-127.6638,335.4715,0.1277759,1.309,1.215

1250,"2016-04-10 08:11:04",5756,12.14,1.927,5,0.015,0.022,0.6589999,0.5540001,0.271,0.0124,0.0127,0.8272,0.8033,-0.027,274.2871,1.1371,533.9122,69.81644,464.0958,193.5238,323.7945,-130.2708,333.825,0.1307639,1.281,1.987

1500,"2016-04-10 08:13:18",5759,12.13,2.033,6,0.013,0.033,0.668,0.5619999,0.502,0.0112,0.0134,0.8384,0.8175,-0.102,274.3924,1.242401,542.857,71.95033,470.9068,192.9097,321.8407,-128.931,341.9757,0.1325401,1.68,0.228

1750,"2016-04-10 08:15:36",5762,12.11,2.162,7,0.014,0.032,0.672,0.56,0.466,0.0093,0.0117,0.8434,0.8195,-0.128,274.3502,1.200195,545.5497,70.36358,475.1861,191.3494,322.9086,-131.5592,343.6268,0.1289774,1.659,1.794

2000,"2016-04-10 08:17:42",5765,12.12,2.268,8,0.018,0.024,0.673,0.5619999,0.23,0.0178,0.0175,0.8472,0.8245,-0.005,274.2449,1.094894,546.5746,67.57312,479.0015,193.4113,324.6094,-131.1981,347.8034,0.1236302,1.505,3.421

2250,"2016-04-10 08:19:42",5768,12.14,2.352,9,0.015,0.019,0.679,0.5669999,0.205,0.0126,0.0113,0.8506,0.8241,0.039,274.4133,1.263275,552.2121,66.31468,485.8974,192.5817,323.3729,-130.7912,355.1062,0.1200891,1.921,2.174

2500,"2016-04-10 08:19:42",5768,12.14,2.352,9,0.015,0.019,0.679,0.5669999,0.205,0.0126,0.0113,0.8506,0.8241,0.039,274.4133,1.263275,552.2121,66.31468,485.8974,192.5817,323.3729,-130.7912,355.1062,0.1200891,1.921,2.174

2750,"2016-04-10 08:24:42",5774,12.11,2.652,11,0.011,0.026,0.695,0.575,0.481,0.0097,0.0104,0.8652,0.8419,-0.048,274.6449,1.494919,561.6932,65.1383,496.5549,194.6054,323.6161,-129.0107,367.5442,0.1159677,2.331,1.587

3000,"2016-04-10 08:24:42",5774,12.11,2.652,11,0.011,0.026,0.695,0.575,0.481,0.0097,0.0104,0.8652,0.8419,-0.048,274.6449,1.494919,561.6932,65.1383,496.5549,194.6054,323.6161,-129.0107,367.5442,0.1159677,2.331,1.587

3250,"2016-04-10 08:29:14",5780,12.12,2.907,13,0.012,0.019,0.699,0.5770001,0.315,0.0095,0.0098,0.8737,0.8514,-0.028,274.3288,1.178833,567.3306,65.71281,501.6178,194.4003,323.821,-129.4207,372.1971,0.115828,1.659,2.422

3500,"2016-04-10 08:31:12",5783,12.12,2.993,14,0.012,0.017,0.703,0.58,0.264,0.0079,0.0074,0.8765,0.8526,0.019,274.2656,1.115585,571.6868,68.2297,503.4571,193.5932,320.5719,-126.9786,376.4785,0.119348,1.478,0.089

3750,"2016-04-10 08:33:26",5786,12.09,3.036,15,0.011,0.016,0.704,0.583,0.274,0.0077,0.0074,0.8782,0.8615,0.01,274.3078,1.157776,572.1994,70.91073,501.2886,194.983,325.1568,-130.1738,371.1148,0.1239266,1.456,1.754

4000,"2016-04-10 08:35:38",5789,12.12,3.099,16,0.009,0.022,0.711,0.584,0.497,0.0063,0.0074,0.8898,0.8631,-0.095,274.5183,1.368347,578.093,75.04173,503.0513,194.7776,326.9874,-132.2098,370.8415,0.1298091,1.981,0.727

4250,"2016-04-10 08:38:40",5792,12.12,3.206,17,0.012,0.029,0.721,0.588,0.495,0.0106,0.0112,0.8934,0.867,-0.043,274.771,1.621002,583.7304,78.51613,505.2143,194.0912,330.1995,-136.1083,369.1059,0.1345075,2.534,1.955

4500,"2016-04-10 08:40:54",5795,12.14,3.314,18,0.021,0.03,0.728,0.5910001,0.275,0.0198,0.0208,0.9029,0.8763,-0.04,274.6868,1.536804,587.8305,79.8293,508.0012,195.0578,329.7192,-134.6614,373.3398,0.1358033,2.293,3.206

250,"2016-04-10 10:02:48",5798,12.1,6.983,1,0.039,0.038,1.102,0.789,0.153,0.0354,0.0337,1.2268,1.2029,0.015,277.6936,4.543625,835.6211,107.05,728.5711,214.1094,366.7834,-152.6741,575.897,0.1281084,3.581,12.06

500,"2016-04-10 10:04:48",5801,12.12,7.114,2,0.033,0.037,1.108,0.784,0.226,0.0261,0.0271,1.2288,1.1987,-0.031,277.6932,4.543244,833.8273,108.8283,724.9991,202.5256,364.166,-161.6405,563.3586,0.1305166,4.379,10.75

750,"2016-04-10 10:06:48",5804,12.1,7.202,3,0.026,0.03,1.114,0.786,0.241,0.0193,0.0189,1.2281,1.1999,-0.001,277.7774,4.627426,832.0337,106.0378,725.9958,200.7203,358.2469,-157.5266,568.4692,0.1274442,4.837,7.252

1000,"2016-04-10 10:08:48",5807,12.13,7.29,4,0.025,0.028,1.114,0.784,0.228,0.0181,0.0196,1.2251,1.1972,-0.051,277.7143,4.564285,829.9968,102.9193,727.0774,199.902,355.6623,-155.7603,571.3171,0.1239996,4.837,7.787

1250,"2016-04-10 10:10:56",5810,12.1,7.378,5,0.025,0.032,1.123,0.792,0.29,0.0185,0.021,1.227,1.2054,-0.072,277.588,4.438019,835.1218,103.7127,731.409,199.1186,356.9055,-157.7868,573.6222,0.1241887,4.566,6.791

1500,"2016-04-10 10:13:14",5813,12.09,7.421,6,0.022,0.048,1.132,0.789,0.516,0.0188,0.0238,1.2418,1.2074,-0.131,277.4617,4.311722,838.1968,103.8494,734.3473,198.5916,351.0621,-152.4705,581.8769,0.1238963,4.412,4.718

1750,"2016-04-10 10:15:34",5816,12.09,7.444,7,0.022,0.043,1.138,0.796,0.473,0.0156,0.018,1.2409,1.2217,-0.079,277.3565,4.206497,843.0655,105.6824,737.3831,198.5931,356.965,-158.372,579.0111,0.1253549,4.423,8.35

2000,"2016-04-10 10:17:32",5819,12.09,7.444,8,0.033,0.038,1.144,0.794,0.248,0.0314,0.0337,1.247,1.2179,-0.047,277.3986,4.248581,846.9093,106.2843,740.625,199.2224,358.5186,-159.2961,581.3288,0.1254967,4.715,11.11

2250,"2016-04-10 10:19:32",5822,12.13,7.444,9,0.031,0.036,1.147,0.797,0.251,0.0249,0.0268,1.2489,1.2146,-0.051,277.4196,4.269623,846.9093,104.3145,742.5948,200.176,361.1518,-160.9757,581.619,0.1231708,4.826,10.9

2500,"2016-04-10 10:21:54",5825,12.09,7.487,10,0.021,0.034,1.155,0.802,0.4,0.0133,0.014,1.2542,1.2279,-0.036,277.4617,4.311722,847.9343,102.1806,745.7537,199.9542,354.1839,-154.2297,591.5239,0.1205054,4.903,6.066

2750,"2016-04-10 10:24:02",5828,12.09,7.51,11,0.019,0.037,1.16,0.806,0.474,0.0136,0.0159,1.2499,1.2283,-0.087,277.3141,4.164078,854.0844,101.4146,752.6698,200.1763,358.7849,-158.6085,594.0612,0.1187408,4.533,7.061

3000,"2016-04-10 10:26:04",5831,12.1,7.51,12,0.022,0.034,1.162,0.804,0.381,0.0184,0.0194,1.2563,1.229,-0.037,277.3141,4.164078,855.3656,101.6335,753.7321,200.6021,351.3599,-150.7578,602.9743,0.1188188,4.638,7.718

3250,"2016-04-10 10:28:06",5834,12.12,7.51,13,0.023,0.031,1.168,0.807,0.322,0.0174,0.017,1.2615,1.2383,0.002,277.2092,4.059173,858.6969,100.676,758.021,199.073,355.3245,-156.2516,601.7694,0.1172427,4.544,9.61

3500,"2016-04-10 10:30:06",5837,12.11,7.487,14,0.023,0.028,1.173,0.806,0.278,0.0176,0.0179,1.2687,1.2369,-0.021,277.146,3.996033,863.822,101.1684,762.6535,199.1086,358.732,-159.6234,603.0301,0.1171172,4.356,10.73

3750,"2016-04-10 10:30:06",5837,12.11,7.487,14,0.023,0.028,1.173,0.806,0.278,0.0176,0.0179,1.2687,1.2369,-0.021,277.146,3.996033,863.822,101.1684,762.6535,199.1086,358.732,-159.6234,603.0301,0.1171172,4.356,10.73

4000,"2016-04-10 10:34:46",5843,12.11,7.444,16,0.017,0.036,1.179,0.814,0.508,0.0117,0.014,1.2735,1.2469,-0.1,277.146,3.996033,865.1031,105.1626,759.9405,199.1938,351.2227,-152.0289,607.9116,0.1215608,4.356,3.924

4250,"2016-04-10 10:37:02",5846,12.11,7.399,17,0.019,0.037,1.183,0.81,0.48,0.0124,0.0136,1.2749,1.2513,-0.055,277.1881,4.038132,867.6657,108.3908,759.2749,200.1635,356.8259,-156.6624,602.6124,0.1249223,4.334,5.923

4500,"2016-04-10 10:39:08",5849,12.1,7.378,18,0.033,0.041,1.191,0.816,0.289,0.0298,0.0303,1.2872,1.2545,-0.021,277.1881,4.038132,870.7407,111.3454,759.3953,201.3558,362.3103,-160.9544,598.4408,0.1278744,4.494,11.06

250,"2016-04-10 12:03:36",5852,12.14,9.97,1,0.037,0.035,1.294,0.848,0.181,0.0331,0.0331,1.2951,1.2717,-0.009,281.31,8.160004,909.4346,109.704,799.7306,224.0985,389.0808,-164.9824,634.7482,0.1206288,6.867,15.1

500,"2016-04-10 12:06:36",5855,12.11,10.02,2,0.036,0.04,1.301,0.85,0.259,0.0298,0.0295,1.3057,1.2787,-0.005,281.2034,8.053405,912.5096,113.6161,798.8934,211.1269,388.121,-176.9942,621.8993,0.1245095,7.474,14.97

750,"2016-04-10 12:08:34",5858,12.11,10.06,3,0.031,0.034,1.304,0.849,0.255,0.0223,0.0236,1.312,1.2811,-0.04,281.0994,7.949448,914.5596,112.9869,801.5727,208.5589,383.0408,-174.4818,627.0908,0.1235424,7.581,13.13

1000,"2016-04-10 12:11:34",5861,12.11,10.11,4,0.03,0.032,1.301,0.849,0.241,0.0217,0.0237,1.3105,1.2831,-0.055,281.2258,8.07579,909.1783,109.5398,799.6385,208.5145,380.6402,-172.1257,627.5128,0.1204822,7.789,13.74

1250,"2016-04-10 12:13:38",5864,12.11,10.2,5,0.029,0.035,1.307,0.853,0.298,0.0233,0.0236,1.3122,1.2872,-0.016,281.0981,7.948166,914.5596,108.9927,805.5668,208.1266,377.2125,-169.0858,636.4811,0.1191751,7.829,11.89

1500,"2016-04-10 12:16:48",5867,12.1,10.22,6,0.023,0.048,1.306,0.853,0.523,0.0204,0.0236,1.3161,1.2916,-0.082,280.4667,7.316666,916.3533,108.1446,808.2087,208.1073,373.7046,-165.5973,642.6114,0.1180163,6.761,8.8

1750,"2016-04-10 12:18:48",5870,12.13,10.18,7,0.024,0.044,1.304,0.851,0.475,0.0162,0.018,1.3172,1.2879,-0.064,280.3398,7.189804,919.6845,112.5765,807.108,207.8986,378.217,-170.3184,636.7897,0.1224078,6.957,10.38

2000,"2016-04-10 12:22:06",5873,12.13,10.18,8,0.035,0.038,1.282,0.84,0.247,0.0326,0.0342,1.301,1.2711,-0.036,280.614,7.463989,908.9221,113.3426,795.5795,209.2708,383.4704,-174.1996,621.38,0.1247,7.564,14.5

2250,"2016-04-10 12:24:08",5876,12.14,10.18,9,0.034,0.038,1.257,0.832,0.256,0.0266,0.0278,1.2852,1.2588,-0.032,280.5304,7.380402,892.522,108.938,783.5841,211.7476,379.1704,-167.4228,616.1612,0.1220563,7.339,15.2

2500,"2016-04-10 12:27:40",5879,12.13,10.13,10,0.025,0.041,1.193,0.798,0.421,0.0184,0.0213,1.2415,1.213,-0.085,280.1504,7.000397,860.2344,102.5363,757.698,215.2139,377.1028,-161.8889,595.8092,0.1191958,6.805,11.3

2750,"2016-04-10 12:30:06",5882,12.1,10.09,11,0.02,0.034,1.223,0.812,0.438,0.0144,0.0145,1.2617,1.2305,-0.016,280.0247,6.87468,878.9407,103.9862,774.9544,217.9939,372.7638,-154.7699,620.1845,0.1183086,6.721,9.08

3000,"2016-04-10 12:33:04",5885,12.1,10,12,0.021,0.032,1.148,0.782,0.382,0.0141,0.0163,1.2066,1.1826,-0.082,279.7511,6.601105,835.6343,97.01005,738.6242,218.5922,371.994,-153.4018,585.2225,0.1160915,6.71,12.42

3250,"2016-04-10 12:35:12",5888,12.11,9.93,13,0.024,0.032,1.172,0.796,0.325,0.0192,0.0206,1.2381,1.2097,-0.047,279.7522,6.602219,849.9843,98.84301,751.1412,219.5345,375.1214,-155.5869,595.5544,0.116288,6.66,14.19

3500,"2016-04-10 12:38:28",5891,12.09,9.88,14,0.024,0.029,1.201,0.806,0.286,0.0189,0.018,1.2486,1.2193,0.013,279.8785,6.72847,867.9218,102.1533,765.7686,218.4587,372.2051,-153.7464,612.0221,0.1176987,6.934,13.85

3750,"2016-04-10 12:40:42",5894,12.11,9.84,15,0.023,0.029,1.225,0.819,0.307,0.016,0.0171,1.2645,1.2347,-0.045,280.0469,6.896866,875.6095,103.658,771.9514,218.2749,370.3432,-152.0684,619.8831,0.1183838,7.226,11.92

4000,"2016-04-10 12:43:46",5897,12.14,9.84,16,0.017,0.037,1.24,0.824,0.532,0.0133,0.0142,1.2635,1.2339,-0.045,280.2362,7.086289,884.8346,104.9164,779.9181,220.0708,373.1438,-153.073,626.8452,0.1185718,7.451,9.12

4250,"2016-04-10 12:45:48",5900,12.13,9.82,17,0.019,0.036,1.248,0.824,0.483,0.0134,0.0151,1.2546,1.2297,-0.07,280.1942,7.044205,887.6532,107.2965,780.3567,220.4571,376.3089,-155.8518,624.5049,0.1208766,7.406,9.1

4500,"2016-04-10 12:49:02",5903,12.12,9.82,18,0.03,0.035,1.229,0.819,0.273,0.026,0.0266,1.2621,1.2361,-0.022,280.2153,7.065262,874.8407,107.8163,767.0244,218.7738,381.9827,-163.2089,603.8155,0.1232411,7.4,13.76

250,"2016-04-10 14:02:32",5906,12.11,9.39,1,0.021,0.018,0.181,0.137,0.062,0.014,0.0125,0.2599,0.2333,0.003,279.3944,6.244415,155.224,86.09437,69.12959,235.6454,377.3982,-141.7528,-72.62319,0.5546461,6.152,9.94

500,"2016-04-10 14:04:30",5909,12.1,9.35,2,0.021,0.024,0.88,0.654,0.212,0.0169,0.0182,0.9755,0.9495,-0.051,279.4154,6.265473,692.9025,85.16422,607.7383,228.8514,377.5023,-148.6509,459.0874,0.1229094,6.263,12.38

750,"2016-04-10 14:06:28",5912,12.14,9.26,3,0.021,0.024,0.891,0.6549999,0.217,0.0172,0.018,0.9804,0.9537,-0.037,279.6896,6.539581,696.4901,83.79634,612.6937,228.0805,376.2449,-148.1644,464.5293,0.1203123,6.744,13.35

1000,"2016-04-10 14:08:30",5915,12.11,9.24,4,0.02,0.023,0.9,0.6589999,0.222,0.017,0.0166,0.9861,0.9542,-0.005,280.0048,6.854782,699.0525,83.85105,615.2015,227.7736,373.3397,-145.5661,469.6354,0.1199496,7.372,12.58

1250,"2016-04-10 14:10:38",5918,12.14,9.26,5,0.02,0.026,0.908,0.663,0.281,0.0153,0.0172,0.9909,0.9637,-0.072,280.1316,6.981628,703.665,83.74162,619.9234,229.2573,370.85,-141.5926,478.3308,0.1190078,7.389,11.16

1500,"2016-04-10 14:12:48",5921,12.13,9.3,6,0.015,0.034,0.933,0.673,0.517,0.012,0.0134,1.0005,0.9794,-0.066,280.3422,7.192154,715.1964,85.41043,629.786,227.9237,369.5383,-141.6147,488.1713,0.1194223,7.643,8.57

1750,"2016-04-10 14:15:12",5924,12.11,9.32,7,0.014,0.028,0.904,0.658,0.466,0.0088,0.0108,0.9856,0.9545,-0.118,280.5106,7.360565,695.7213,81.3068,614.4145,228.5104,371.393,-142.8827,471.5317,0.1168669,7.784,9.56

2000,"2016-04-10 14:17:24",5927,12.14,9.35,8,0.022,0.025,0.945,0.68,0.225,0.0183,0.0194,1.0086,0.977,-0.045,280.6994,7.549439,716.4776,86.23116,630.2465,229.6272,373.2676,-143.6405,486.606,0.1203543,7.993,12.82

2250,"2016-04-10 14:19:22",5930,12.11,9.39,9,0.024,0.028,0.916,0.6639999,0.234,0.018,0.0179,0.9874,0.966,-0.008,280.8258,7.675736,699.3087,85.87551,613.4332,230.8573,378.6266,-147.7693,465.6639,0.1228006,8.17,15.31

2500,"2016-04-10 14:21:30",5933,12.1,9.46,10,0.02,0.035,0.897,0.652,0.413,0.0187,0.0181,0.9728,0.9444,0.001,280.7415,7.591537,688.0338,83.03032,605.0034,230.8602,370.9476,-140.0873,464.9161,0.1206777,7.942,11.67

2750,"2016-04-10 14:23:32",5936,12.1,9.48,11,0.014,0.027,0.907,0.657,0.454,0.0087,0.008500001,0.9818,0.9531,-0.003,280.5521,7.402084,695.2087,83.79634,611.4124,230.6769,367.8884,-137.2114,474.201,0.1205341,7.693,8.76

3000,"2016-04-10 14:25:52",5939,12.11,9.48,12,0.015,0.024,0.932,0.673,0.378,0.0102,0.0105,0.9951,0.9708,-0.027,280.51,7.359954,708.0214,84.34349,623.6778,229.5292,369.7869,-140.2576,483.4202,0.1191256,7.603,11.02

3250,"2016-04-10 14:28:10",5942,12.1,9.48,13,0.018,0.025,0.915,0.663,0.314,0.0143,0.0145,0.9885,0.9578,-0.023,280.4047,7.254684,701.1026,83.55012,617.5525,229.3432,369.5976,-140.2544,477.298,0.1191696,7.333,11.47

3500,"2016-04-10 14:30:36",5945,12.11,9.44,14,0.017,0.021,0.899,0.652,0.26,0.012,0.0135,0.9746,0.9437,-0.075,280.4468,7.296814,690.0838,82.15489,607.9289,228.9578,365.5897,-136.6319,471.297,0.1190506,7.406,12.09

3750,"2016-04-10 14:32:42",5948,12.11,9.44,15,0.017,0.022,0.863,0.634,0.276,0.0117,0.0109,0.9413,0.9215,0.025,280.5521,7.402084,671.1212,82.04545,589.0758,229.655,367.2978,-137.6428,451.433,0.1222513,7.693,11.87

4000,"2016-04-10 14:34:48",5951,12.1,9.44,16,0.013,0.028,0.878,0.6409999,0.494,0.0105,0.0122,0.9569,0.9317,-0.088,280.6573,7.50734,679.3212,81.44358,597.8776,231.2045,364.6191,-133.4146,464.4629,0.1198896,7.965,8.32

4250,"2016-04-10 14:37:00",5954,12.13,9.46,17,0.011,0.023,0.846,0.6219999,0.48,0.0083,0.0083,0.9273,0.9001,-0.015,280.6994,7.549439,660.6149,78.40689,582.208,231.9265,367.1083,-135.1817,447.0262,0.1186878,7.897,7.53

